Search Keyword,Cycle,Expected Table,Expected Column,Found,Candidate Rank,Matched Variable,Matched Table,Similarity Score
poor appetite or overeating,2015-2016,nhanes.dpq_i,poor_appetite_or_overeating,True,1,poor appetite or overeating,nhanes.dpq_i,1.0
feeling bad about yourself,2011-2012,nhanes.dpq_g,feeling_bad_about_yourself,True,1,feeling bad about yourself,nhanes.dpq_g,1.0
feeling bad about yourself,2013-2014,nhanes.dpq_h,feeling_bad_about_yourself,True,1,feeling bad about yourself,nhanes.dpq_h,1.0
feeling bad about yourself,2015-2016,nhanes.dpq_i,feeling_bad_about_yourself,True,1,feeling bad about yourself,nhanes.dpq_i,1.0
trouble concentrating on things,2011-2012,nhanes.dpq_g,trouble_concentrating_on_things,True,1,trouble concentrating on things,nhanes.dpq_g,1.0
trouble concentrating on things,2013-2014,nhanes.dpq_h,trouble_concentrating_on_things,True,1,trouble concentrating on things,nhanes.dpq_h,1.0
trouble concentrating on things,2015-2016,nhanes.dpq_i,trouble_concentrating_on_things,True,1,trouble concentrating on things,nhanes.dpq_i,1.0
moving or speaking slowly or too fast,2011-2012,nhanes.dpq_g,moving_or_speaking_slowly_or_too_fast,True,1,moving or speaking slowly or too fast,nhanes.dpq_g,1.0
moving or speaking slowly or too fast,2013-2014,nhanes.dpq_h,moving_or_speaking_slowly_or_too_fast,True,1,moving or speaking slowly or too fast,nhanes.dpq_h,1.0
moving or speaking slowly or too fast,2015-2016,nhanes.dpq_i,moving_or_speaking_slowly_or_too_fast,True,1,moving or speaking slowly or too fast,nhanes.dpq_i,1.0
thought you would be better off dead,2011-2012,nhanes.dpq_g,thought_you_would_be_better_off_dead,True,1,thought you would be better off dead,nhanes.dpq_g,1.0
thought you would be better off dead,2013-2014,nhanes.dpq_h,thought_you_would_be_better_off_dead,True,1,thought you would be better off dead,nhanes.dpq_h,1.0
thought you would be better off dead,2015-2016,nhanes.dpq_i,thought_you_would_be_better_off_dead,True,1,thought you would be better off dead,nhanes.dpq_i,1.0
pregnant at the time of the exam,2011-2012,nhanes.demo_g,pregnancy_status_at_exam,True,1,pregnancy status at exam,nhanes.demo_g,0.83518887
pregnant at the time of the exam,2013-2014,nhanes.demo_h,pregnancy_status_at_exam,True,1,pregnancy status at exam,nhanes.demo_h,0.83518887
pregnant at the time of the exam,2015-2016,nhanes.demo_i,pregnancy_status_at_exam,True,1,pregnancy status at exam,nhanes.demo_i,0.83518887
gender,2011-2012,nhanes.demo_g,gender,True,1,gender,nhanes.demo_g,1.0
gender,2013-2014,nhanes.demo_h,gender,True,1,gender,nhanes.demo_h,1.0
gender,2015-2016,nhanes.demo_i,gender,True,1,gender,nhanes.demo_i,1.0
race/hispanic origin,2011-2012,nhanes.demo_g,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_g,1.0
race/hispanic origin,2013-2014,nhanes.demo_h,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_h,1.0
race/hispanic origin,2015-2016,nhanes.demo_i,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_i,1.0
self-report of previous diagnosis of diabetes by medical professionals,2011-2012,nhanes.diq_g,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_g,0.71782446
self-report of previous diagnosis of diabetes by medical professionals,2013-2014,nhanes.diq_h,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_h,0.71782446
self-report of previous diagnosis of diabetes by medical professionals,2015-2016,nhanes.diq_i,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_i,0.71782446
fasting plasma glucose (fpg) (mg/dl),2011-2012,nhanes.glu_g,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_g,0.81906086
fasting plasma glucose (fpg) (mg/dl),2013-2014,nhanes.glu_h,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_h,0.8190608
fasting plasma glucose (fpg) (mg/dl),2015-2016,nhanes.glu_i,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_i,0.81906086
glycosylated hemoglobin (hba1c) (%),2011-2012,nhanes.ghb_g,glycohemoglobin,True,1,glycohemoglobin (%),nhanes.ghb_g,0.7735617
glycosylated hemoglobin (hba1c) (%),2013-2014,nhanes.ghb_h,glycohemoglobin,True,1,glycohemoglobin (%),nhanes.ghb_h,0.7735617
glycosylated hemoglobin (hba1c) (%),2015-2016,nhanes.ghb_i,glycohemoglobin,True,1,glycohemoglobin (%),nhanes.ghb_i,0.7735617
post 2-hour plasma glucose after 75 g oral glucose tolerance test (ogtt) (mg/dl),2011-2012,nhanes.ogtt_g,two_hour_glucose_ogtt_mg_dl,True,1,two hour glucose(ogtt) (mg/dl),nhanes.ogtt_g,0.769867
post 2-hour plasma glucose after 75 g oral glucose tolerance test (ogtt) (mg/dl),2013-2014,nhanes.ogtt_h,two_hour_glucose_ogtt_mg_dl,True,1,two hour glucose(ogtt) (mg/dl),nhanes.ogtt_h,0.769867
post 2-hour plasma glucose after 75 g oral glucose tolerance test (ogtt) (mg/dl),2015-2016,nhanes.ogtt_i,two_hour_glucose_ogtt_mg_dl,True,1,two hour glucose(ogtt) (mg/dl),nhanes.ogtt_i,0.769867
taking glucose-lowering agents,2011-2012,nhanes.diq_g,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_g,0.7208209
taking glucose-lowering agents,2013-2014,nhanes.diq_h,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_h,0.7208209
taking glucose-lowering agents,2015-2016,nhanes.diq_i,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_i,0.7208209
taking insulin,2011-2012,nhanes.diq_g,taking_insulin_now,True,1,taking insulin now,nhanes.diq_g,0.8794043
taking insulin,2013-2014,nhanes.diq_h,taking_insulin_now,True,1,taking insulin now,nhanes.diq_h,0.8794043
taking insulin,2015-2016,nhanes.diq_i,taking_insulin_now,True,1,taking insulin now,nhanes.diq_i,0.8794043
