Search Keyword,Cycle,Expected Table,Expected Column,Found,Candidate Rank,Matched Variable,Matched Table,Similarity Score
glycohemoglobin (hba1c) (%),2011-2012,nhanes.ghb_g,glycohemoglobin,True,1,glycohemoglobin (%),nhanes.ghb_g,0.9163717
glycohemoglobin (hba1c) (%),2013-2014,nhanes.ghb_h,glycohemoglobin,True,1,glycohemoglobin (%),nhanes.ghb_h,0.9163717
glycohemoglobin (hba1c) (%),2007-2008,nhanes.ghb_e,glycohemoglobin,True,1,glycohemoglobin (%),nhanes.ghb_e,0.9163717
glycohemoglobin (hba1c) (%),2009-2010,nhanes.ghb_f,glycohemoglobin,True,1,glycohemoglobin (%),nhanes.ghb_f,0.9163717
glycohemoglobin (hba1c) (%),2015-2016,nhanes.ghb_i,glycohemoglobin,True,1,glycohemoglobin (%),nhanes.ghb_i,0.9163717
glycohemoglobin (hba1c) (%),2017-2018,nhanes.ghb_j,glycohemoglobin,True,1,glycohemoglobin (%),nhanes.ghb_j,0.9163717
takes diabetic pills to lower blood sugar,2011-2012,nhanes.diq_g,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_g,0.97230834
takes diabetic pills to lower blood sugar,2013-2014,nhanes.diq_h,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_h,0.97230834
takes diabetic pills to lower blood sugar,2007-2008,nhanes.diq_e,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_e,0.97230834
takes diabetic pills to lower blood sugar,2009-2010,nhanes.diq_f,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_f,0.97230834
takes diabetic pills to lower blood sugar,2015-2016,nhanes.diq_i,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_i,0.97230834
takes diabetic pills to lower blood sugar,2017-2018,nhanes.diq_j,take_diabetic_pills_to_lower_blood_sugar,True,1,take diabetic pills to lower blood sugar,nhanes.diq_j,0.9723083
age at screening,2011-2012,nhanes.demo_g,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_g,0.9615551
age at screening,2013-2014,nhanes.demo_h,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_h,0.9615551
age at screening,2007-2008,nhanes.demo_e,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_e,0.9615551
age at screening,2009-2010,nhanes.demo_f,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_f,0.9615551
age at screening,2015-2016,nhanes.demo_i,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_i,0.9615551
age at screening,2017-2018,nhanes.demo_j,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_j,0.9615551
pregnant at the time of the exam,2011-2012,nhanes.demo_g,pregnancy_status_at_exam,True,1,pregnancy status at exam,nhanes.demo_g,0.83518887
pregnant at the time of the exam,2013-2014,nhanes.demo_h,pregnancy_status_at_exam,True,1,pregnancy status at exam,nhanes.demo_h,0.83518887
pregnant at the time of the exam,2007-2008,nhanes.demo_e,pregnancy_status_at_exam,True,1,pregnancy status at exam,nhanes.demo_e,0.83518887
pregnant at the time of the exam,2009-2010,nhanes.demo_f,pregnancy_status_at_exam,True,1,pregnancy status at exam,nhanes.demo_f,0.83518887
pregnant at the time of the exam,2015-2016,nhanes.demo_i,pregnancy_status_at_exam,True,1,pregnancy status at exam,nhanes.demo_i,0.83518887
pregnant at the time of the exam,2017-2018,nhanes.demo_j,pregnancy_status_at_exam,True,1,pregnancy status at exam,nhanes.demo_j,0.83518887
weight (kg),2011-2012,nhanes.bmx_g,weight_kg,True,1,weight (kg),nhanes.bmx_g,1.0
weight (kg),2013-2014,nhanes.bmx_h,weight_kg,True,1,weight (kg),nhanes.bmx_h,1.0
weight (kg),2007-2008,nhanes.bmx_e,weight_kg,True,1,weight (kg),nhanes.bmx_e,1.0
weight (kg),2009-2010,nhanes.bmx_f,weight_kg,True,1,weight (kg),nhanes.bmx_f,1.0
weight (kg),2015-2016,nhanes.bmx_i,weight_kg,True,1,weight (kg),nhanes.bmx_i,1.0
weight (kg),2017-2018,nhanes.bmx_j,weight_kg,True,1,weight (kg),nhanes.bmx_j,1.0
waist circumference (cm),2011-2012,nhanes.bmx_g,waist_circumference_cm,True,1,waist circumference (cm),nhanes.bmx_g,1.0
waist circumference (cm),2013-2014,nhanes.bmx_h,waist_circumference_cm,True,1,waist circumference (cm),nhanes.bmx_h,1.0
waist circumference (cm),2007-2008,nhanes.bmx_e,waist_circumference_cm,True,1,waist circumference (cm),nhanes.bmx_e,1.0
waist circumference (cm),2009-2010,nhanes.bmx_f,waist_circumference_cm,True,1,waist circumference (cm),nhanes.bmx_f,1.0
waist circumference (cm),2015-2016,nhanes.bmx_i,waist_circumference_cm,True,1,waist circumference (cm),nhanes.bmx_i,1.0
waist circumference (cm),2017-2018,nhanes.bmx_j,waist_circumference_cm,True,1,waist circumference (cm),nhanes.bmx_j,1.0
gender,2011-2012,nhanes.demo_g,gender,True,1,gender,nhanes.demo_g,1.0
gender,2013-2014,nhanes.demo_h,gender,True,1,gender,nhanes.demo_h,1.0
gender,2007-2008,nhanes.demo_e,gender,True,1,gender,nhanes.demo_e,1.0
gender,2009-2010,nhanes.demo_f,gender,True,1,gender,nhanes.demo_f,1.0
gender,2015-2016,nhanes.demo_i,gender,True,1,gender,nhanes.demo_i,1.0
gender,2017-2018,nhanes.demo_j,gender,True,1,gender,nhanes.demo_j,1.0
race/hispanic origin,2011-2012,nhanes.demo_g,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_g,1.0
race/hispanic origin,2013-2014,nhanes.demo_h,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_h,1.0
race/hispanic origin,2007-2008,nhanes.demo_e,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_e,1.0
race/hispanic origin,2009-2010,nhanes.demo_f,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_f,1.0
race/hispanic origin,2015-2016,nhanes.demo_i,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_i,1.0
race/hispanic origin,2017-2018,nhanes.demo_j,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_j,1.0
urine albumin (mg/l),2011-2012,nhanes.alb_cr_g,albumin_urine_mg_l,True,1,"albumin, urine (mg/l)",nhanes.alb_cr_g,0.9804473
urine albumin (mg/l),2013-2014,nhanes.alb_cr_h,albumin_urine_mg_l,True,1,"albumin, urine (mg/l)",nhanes.alb_cr_h,0.9804473
urine albumin (mg/l),2007-2008,nhanes.alb_cr_e,albumin_urine_mg_l,True,1,"albumin, urine (mg/l)",nhanes.alb_cr_e,0.9804473
urine albumin (mg/l),2009-2010,nhanes.alb_cr_f,albumin_urine_mg_l,True,1,"albumin, urine (mg/l)",nhanes.alb_cr_f,0.9804473
urine albumin (mg/l),2015-2016,nhanes.alb_cr_i,albumin_urine_mg_l,True,1,"albumin, urine (mg/l)",nhanes.alb_cr_i,0.9804473
urine albumin (mg/l),2017-2018,nhanes.alb_cr_j,albumin_urine_mg_l,True,1,"albumin, urine (mg/l)",nhanes.alb_cr_j,0.9804473
urine creatinine (mg/dl),2011-2012,nhanes.alb_cr_g,creatinine_urine_mg_dl,True,2,"creatinine, urine (mg/dl)",nhanes.alb_cr_g,0.97331154
urine creatinine (mg/dl),2013-2014,nhanes.alb_cr_h,creatinine_urine_mg_dl,True,8,"creatinine, urine (mg/dl)",nhanes.alb_cr_h,0.97331154
urine creatinine (mg/dl),2007-2008,nhanes.alb_cr_e,creatinine_urine_mg_dl,True,4,"creatinine, urine (mg/dl)",nhanes.alb_cr_e,0.97331154
urine creatinine (mg/dl),2009-2010,nhanes.alb_cr_f,creatinine_urine_mg_dl,True,7,"creatinine, urine (mg/dl)",nhanes.alb_cr_f,0.97331154
urine creatinine (mg/dl),2015-2016,nhanes.alb_cr_i,creatinine_urine_mg_dl,True,1,"creatinine, urine (mg/dl)",nhanes.alb_cr_i,0.97331154
urine creatinine (mg/dl),2017-2018,nhanes.alb_cr_j,creatinine_urine_mg_dl,True,1,"creatinine, urine (mg/dl)",nhanes.alb_cr_j,0.97331154
serum creatinine (mg/dl),2011-2012,nhanes.biopro_g,creatinine_mg_dl,True,1,creatinine (mg/dl),nhanes.biopro_g,0.8873489
serum creatinine (mg/dl),2013-2014,nhanes.biopro_h,creatinine_mg_dl,True,1,creatinine (mg/dl),nhanes.biopro_h,0.8873489
serum creatinine (mg/dl),2007-2008,nhanes.biopro_e,creatinine_mg_dl,True,1,creatinine (mg/dl),nhanes.biopro_e,0.8873489
serum creatinine (mg/dl),2009-2010,nhanes.biopro_f,creatinine_mg_dl,True,1,creatinine (mg/dl),nhanes.biopro_f,0.8873489
serum creatinine (mg/dl),2015-2016,nhanes.biopro_i,creatinine_mg_dl,True,1,creatinine (mg/dl),nhanes.biopro_i,0.8873489
serum creatinine (mg/dl),2017-2018,nhanes.biopro_j,creatinine_mg_dl,True,1,creatinine (mg/dl),nhanes.biopro_j,0.8873489
