Search Keyword,Cycle,Expected Table,Expected Column,Found,Candidate Rank,Matched Variable,Matched Table,Similarity Score
glycohemoglobin (%),2017-2018,nhanes.ghb_j,glycohemoglobin,True,1,glycohemoglobin (%),nhanes.ghb_j,1.0
months follow up examination,2005-2006,nhanes.mortality_data_d,months_followup_examination,True,1,months_followup_examination,nhanes.mortality_data_d,0.9017199
months follow up examination,2011-2012,nhanes.mortality_data_g,months_followup_examination,True,1,months_followup_examination,nhanes.mortality_data_g,0.9017199
months follow up examination,2013-2014,nhanes.mortality_data_h,months_followup_examination,True,1,months_followup_examination,nhanes.mortality_data_h,0.9017199
months follow up examination,2007-2008,nhanes.mortality_data_e,months_followup_examination,True,1,months_followup_examination,nhanes.mortality_data_e,0.9017199
months follow up examination,2009-2010,nhanes.mortality_data_f,months_followup_examination,True,1,months_followup_examination,nhanes.mortality_data_f,0.9017199
months follow up examination,2015-2016,nhanes.mortality_data_i,months_followup_examination,True,1,months_followup_examination,nhanes.mortality_data_i,0.9017199
months follow up examination,2017-2018,nhanes.mortality_data_j,months_followup_examination,True,1,months_followup_examination,nhanes.mortality_data_j,0.9017199
mortality status,2005-2006,nhanes.mortality_data_d,mortality_status,True,1,mortality_status,nhanes.mortality_data_d,0.96300805
mortality status,2011-2012,nhanes.mortality_data_g,mortality_status,True,1,mortality_status,nhanes.mortality_data_g,0.96300805
mortality status,2013-2014,nhanes.mortality_data_h,mortality_status,True,1,mortality_status,nhanes.mortality_data_h,0.96300805
mortality status,2007-2008,nhanes.mortality_data_e,mortality_status,True,1,mortality_status,nhanes.mortality_data_e,0.9630081
mortality status,2009-2010,nhanes.mortality_data_f,mortality_status,True,1,mortality_status,nhanes.mortality_data_f,0.9630081
mortality status,2015-2016,nhanes.mortality_data_i,mortality_status,True,1,mortality_status,nhanes.mortality_data_i,0.9630081
mortality status,2017-2018,nhanes.mortality_data_j,mortality_status,True,1,mortality_status,nhanes.mortality_data_j,0.9630081
age at screening,2005-2006,nhanes.demo_d,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_d,0.9615551
age at screening,2011-2012,nhanes.demo_g,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_g,0.9615551
age at screening,2013-2014,nhanes.demo_h,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_h,0.9615551
age at screening,2007-2008,nhanes.demo_e,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_e,0.9615551
age at screening,2009-2010,nhanes.demo_f,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_f,0.9615551
age at screening,2015-2016,nhanes.demo_i,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_i,0.9615551
age at screening,2017-2018,nhanes.demo_j,age_in_years_at_screening,True,1,age in years at screening,nhanes.demo_j,0.9615551
fasting plasma glucose (mg/dl),2005-2006,nhanes.glu_d,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_d,0.9477926
fasting plasma glucose (mg/dl),2011-2012,nhanes.glu_g,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_g,0.9477926
fasting plasma glucose (mg/dl),2013-2014,nhanes.glu_h,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_h,0.9477926
fasting plasma glucose (mg/dl),2007-2008,nhanes.glu_e,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_e,0.9477926
fasting plasma glucose (mg/dl),2009-2010,nhanes.glu_f,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_f,0.9477926
fasting plasma glucose (mg/dl),2015-2016,nhanes.glu_i,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_i,0.9477926
fasting plasma glucose (mg/dl),2017-2018,nhanes.glu_j,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_j,0.9477926
doctor told you have diabetes,2005-2006,nhanes.diq_d,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_d,1.0
doctor told you have diabetes,2011-2012,nhanes.diq_g,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_g,1.0
doctor told you have diabetes,2013-2014,nhanes.diq_h,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_h,1.0
doctor told you have diabetes,2007-2008,nhanes.diq_e,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_e,1.0
doctor told you have diabetes,2009-2010,nhanes.diq_f,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_f,1.0
doctor told you have diabetes,2015-2016,nhanes.diq_i,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_i,1.0
doctor told you have diabetes,2017-2018,nhanes.diq_j,doctor_told_you_have_diabetes,True,1,doctor told you have diabetes,nhanes.diq_j,1.0
taking inculin now,2005-2006,nhanes.diq_d,taking_insulin_now,True,2,taking insulin now,nhanes.diq_d,0.46282446
taking inculin now,2011-2012,nhanes.diq_g,taking_insulin_now,True,2,taking insulin now,nhanes.diq_g,0.46282446
taking inculin now,2013-2014,nhanes.diq_h,taking_insulin_now,True,2,taking insulin now,nhanes.diq_h,0.46282446
taking inculin now,2007-2008,nhanes.diq_e,taking_insulin_now,True,2,taking insulin now,nhanes.diq_e,0.46282446
taking inculin now,2009-2010,nhanes.diq_f,taking_insulin_now,True,2,taking insulin now,nhanes.diq_f,0.46282446
taking inculin now,2015-2016,nhanes.diq_i,taking_insulin_now,True,2,taking insulin now,nhanes.diq_i,0.46282446
taking inculin now,2017-2018,nhanes.diq_j,taking_insulin_now,True,2,taking insulin now,nhanes.diq_j,0.46282446
fasting plasma glucose level (mg/dl),2005-2006,nhanes.glu_d,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_d,0.9068561
fasting plasma glucose level (mg/dl),2011-2012,nhanes.glu_g,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_g,0.9068561
fasting plasma glucose level (mg/dl),2013-2014,nhanes.glu_h,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_h,0.9068561
fasting plasma glucose level (mg/dl),2007-2008,nhanes.glu_e,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_e,0.9068561
fasting plasma glucose level (mg/dl),2009-2010,nhanes.glu_f,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_f,0.9068561
fasting plasma glucose level (mg/dl),2015-2016,nhanes.glu_i,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_i,0.9068561
fasting plasma glucose level (mg/dl),2017-2018,nhanes.glu_j,fasting_glucose_mg_dl,True,1,fasting glucose (mg/dl),nhanes.glu_j,0.9068561
do you have prediabetes,2005-2006,nhanes.diq_d,ever_told_you_have_prediabetes,True,1,ever told you have prediabetes,nhanes.diq_d,0.8047531
do you have prediabetes,2011-2012,nhanes.diq_g,ever_told_you_have_prediabetes,True,1,ever told you have prediabetes,nhanes.diq_g,0.8047531
do you have prediabetes,2013-2014,nhanes.diq_h,ever_told_you_have_prediabetes,True,1,ever told you have prediabetes,nhanes.diq_h,0.8047531
do you have prediabetes,2007-2008,nhanes.diq_e,ever_told_you_have_prediabetes,True,1,ever told you have prediabetes,nhanes.diq_e,0.8047531
do you have prediabetes,2009-2010,nhanes.diq_f,ever_told_you_have_prediabetes,True,1,ever told you have prediabetes,nhanes.diq_f,0.8047531
do you have prediabetes,2015-2016,nhanes.diq_i,ever_told_you_have_prediabetes,True,1,ever told you have prediabetes,nhanes.diq_i,0.8047531
do you have prediabetes,2017-2018,nhanes.diq_j,ever_told_you_have_prediabetes,True,1,ever told you have prediabetes,nhanes.diq_j,0.80475307
gender,2005-2006,nhanes.demo_d,gender,True,2,gender,nhanes.demo_d,1.0
gender,2011-2012,nhanes.demo_g,gender,True,1,gender,nhanes.demo_g,1.0
gender,2013-2014,nhanes.demo_h,gender,True,1,gender,nhanes.demo_h,1.0
gender,2007-2008,nhanes.demo_e,gender,True,1,gender,nhanes.demo_e,1.0
gender,2009-2010,nhanes.demo_f,gender,True,1,gender,nhanes.demo_f,1.0
gender,2015-2016,nhanes.demo_i,gender,True,1,gender,nhanes.demo_i,1.0
gender,2017-2018,nhanes.demo_j,gender,True,1,gender,nhanes.demo_j,1.0
race/hispanic origin,2005-2006,nhanes.demo_d,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_d,1.0
race/hispanic origin,2011-2012,nhanes.demo_g,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_g,1.0
race/hispanic origin,2013-2014,nhanes.demo_h,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_h,1.0
race/hispanic origin,2007-2008,nhanes.demo_e,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_e,1.0
race/hispanic origin,2009-2010,nhanes.demo_f,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_f,1.0
race/hispanic origin,2015-2016,nhanes.demo_i,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_i,1.0
race/hispanic origin,2017-2018,nhanes.demo_j,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_j,1.0
all-cause mortality,2005-2006,nhanes.mortality_data_d,mortality_status,True,1,mortality_status,nhanes.mortality_data_d,0.48912704
all-cause mortality,2011-2012,nhanes.mortality_data_g,mortality_status,True,1,mortality_status,nhanes.mortality_data_g,0.48912704
all-cause mortality,2013-2014,nhanes.mortality_data_h,mortality_status,True,1,mortality_status,nhanes.mortality_data_h,0.48912704
all-cause mortality,2007-2008,nhanes.mortality_data_e,mortality_status,True,1,mortality_status,nhanes.mortality_data_e,0.4891271
all-cause mortality,2009-2010,nhanes.mortality_data_f,mortality_status,True,1,mortality_status,nhanes.mortality_data_f,0.4891271
all-cause mortality,2015-2016,nhanes.mortality_data_i,mortality_status,True,1,mortality_status,nhanes.mortality_data_i,0.4891271
all-cause mortality,2017-2018,nhanes.mortality_data_j,mortality_status,True,1,mortality_status,nhanes.mortality_data_j,0.4891271
