Search Keyword,Cycle,Expected Table,Expected Column,Found,Candidate Rank,Matched Variable,Matched Table,Similarity Score
race/hispanic origin,2009-2010,nhanes.demo_f,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_f,1.0
race/hispanic origin,2013-2014,nhanes.demo_h,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_h,1.0
race/hispanic origin,2015-2016,nhanes.demo_i,race_hispanic_origin,True,1,race/hispanic origin,nhanes.demo_i,1.0
education level,2011-2012,nhanes.demo_g,education_level_adults_20,True,2,education level - adults 20+,nhanes.demo_g,0.7963867
education level,2009-2010,nhanes.demo_f,education_level_adults_20,True,2,education level - adults 20+,nhanes.demo_f,0.7963867
education level,2013-2014,nhanes.demo_h,education_level_adults_20,True,2,education level - adults 20+,nhanes.demo_h,0.7963867
education level,2015-2016,nhanes.demo_i,education_level_adults_20,True,2,education level - adults 20+,nhanes.demo_i,0.7963867
poverty income ratio (pir),2011-2012,nhanes.demo_g,ratio_of_family_income_to_poverty,True,1,ratio of family income to poverty,nhanes.demo_g,0.7119156
poverty income ratio (pir),2009-2010,nhanes.demo_f,ratio_of_family_income_to_poverty,True,1,ratio of family income to poverty,nhanes.demo_f,0.7119156
poverty income ratio (pir),2013-2014,nhanes.demo_h,ratio_of_family_income_to_poverty,True,1,ratio of family income to poverty,nhanes.demo_h,0.7119156
poverty income ratio (pir),2015-2016,nhanes.demo_i,ratio_of_family_income_to_poverty,True,1,ratio of family income to poverty,nhanes.demo_i,0.7119156
urinary albumin-to-creatinine ratio uacr (mg/g),2011-2012,nhanes.alb_cr_g,albumin_creatinine_ratio_mg_g,True,1,albumin creatinine ratio (mg/g),nhanes.alb_cr_g,0.82346094
urinary albumin-to-creatinine ratio uacr (mg/g),2009-2010,nhanes.alb_cr_f,albumin_creatinine_ratio_mg_g,True,1,albumin creatinine ratio (mg/g),nhanes.alb_cr_f,0.82346094
urinary albumin-to-creatinine ratio uacr (mg/g),2013-2014,nhanes.alb_cr_h,albumin_creatinine_ratio_mg_g,True,1,albumin creatinine ratio (mg/g),nhanes.alb_cr_h,0.82346094
urinary albumin-to-creatinine ratio uacr (mg/g),2015-2016,nhanes.alb_cr_i,albumin_creatinine_ratio_mg_g,True,1,albumin creatinine ratio (mg/g),nhanes.alb_cr_i,0.82346094
serum albumin alb (g/dl),2011-2012,nhanes.biopro_g,albumin_g_dl,True,2,albumin (g/dl),nhanes.biopro_g,0.6547506
serum albumin alb (g/dl),2009-2010,nhanes.biopro_f,albumin_g_dl,True,2,albumin (g/dl),nhanes.biopro_f,0.6547506
serum albumin alb (g/dl),2013-2014,nhanes.biopro_h,albumin_g_dl,True,2,albumin (g/dl),nhanes.biopro_h,0.6547506
serum albumin alb (g/dl),2015-2016,nhanes.biopro_i,albumin_g_dl,True,2,albumin (g/dl),nhanes.biopro_i,0.6547506
