Search Keyword,Cycle,Expected Table,Expected Column,Found,Candidate Rank,Matched Variable,Matched Table,Similarity Score
have little interest in doing things,2009-2010,nhanes.dpq_f,have_little_interest_in_doing_things,True,1,have little interest in doing things,nhanes.dpq_f,1.0
have little interest in doing things,2007-2008,nhanes.dpq_e,have_little_interest_in_doing_things,True,1,have little interest in doing things,nhanes.dpq_e,1.0
feeling down depressed or hopeless,2005-2006,nhanes.dpq_d,feeling_down_depressed_or_hopeless,True,1,"feeling down, depressed, or hopeless",nhanes.dpq_d,0.9524647
feeling down depressed or hopeless,2011-2012,nhanes.dpq_g,feeling_down_depressed_or_hopeless,True,1,"feeling down, depressed, or hopeless",nhanes.dpq_g,0.9524647
feeling down depressed or hopeless,2009-2010,nhanes.dpq_f,feeling_down_depressed_or_hopeless,True,1,"feeling down, depressed, or hopeless",nhanes.dpq_f,0.9524647
feeling down depressed or hopeless,2007-2008,nhanes.dpq_e,feeling_down_depressed_or_hopeless,True,1,"feeling down, depressed, or hopeless",nhanes.dpq_e,0.9524647
trouble sleeping or sleeping too much,2005-2006,nhanes.dpq_d,trouble_sleeping_or_sleeping_too_much,True,1,trouble sleeping or sleeping too much,nhanes.dpq_d,1.0
trouble sleeping or sleeping too much,2011-2012,nhanes.dpq_g,trouble_sleeping_or_sleeping_too_much,True,1,trouble sleeping or sleeping too much,nhanes.dpq_g,1.0
trouble sleeping or sleeping too much,2009-2010,nhanes.dpq_f,trouble_sleeping_or_sleeping_too_much,True,1,trouble sleeping or sleeping too much,nhanes.dpq_f,1.0
trouble sleeping or sleeping too much,2007-2008,nhanes.dpq_e,trouble_sleeping_or_sleeping_too_much,True,1,trouble sleeping or sleeping too much,nhanes.dpq_e,1.0
feeling tired or having little energy,2005-2006,nhanes.dpq_d,feeling_tired_or_having_little_energy,True,1,feeling tired or having little energy,nhanes.dpq_d,1.0
feeling tired or having little energy,2011-2012,nhanes.dpq_g,feeling_tired_or_having_little_energy,True,1,feeling tired or having little energy,nhanes.dpq_g,1.0
feeling tired or having little energy,2009-2010,nhanes.dpq_f,feeling_tired_or_having_little_energy,True,1,feeling tired or having little energy,nhanes.dpq_f,1.0
feeling tired or having little energy,2007-2008,nhanes.dpq_e,feeling_tired_or_having_little_energy,True,1,feeling tired or having little energy,nhanes.dpq_e,1.0
poor appetite or overeating,2005-2006,nhanes.dpq_d,poor_appetite_or_overeating,True,1,poor appetite or overeating,nhanes.dpq_d,1.0
poor appetite or overeating,2011-2012,nhanes.dpq_g,poor_appetite_or_overeating,True,1,poor appetite or overeating,nhanes.dpq_g,1.0
poor appetite or overeating,2009-2010,nhanes.dpq_f,poor_appetite_or_overeating,True,1,poor appetite or overeating,nhanes.dpq_f,1.0
poor appetite or overeating,2007-2008,nhanes.dpq_e,poor_appetite_or_overeating,True,1,poor appetite or overeating,nhanes.dpq_e,1.0
feeling bad about yourself,2005-2006,nhanes.dpq_d,feeling_bad_about_yourself,True,1,feeling bad about yourself,nhanes.dpq_d,1.0
feeling bad about yourself,2011-2012,nhanes.dpq_g,feeling_bad_about_yourself,True,1,feeling bad about yourself,nhanes.dpq_g,1.0
feeling bad about yourself,2009-2010,nhanes.dpq_f,feeling_bad_about_yourself,True,1,feeling bad about yourself,nhanes.dpq_f,1.0
feeling bad about yourself,2007-2008,nhanes.dpq_e,feeling_bad_about_yourself,True,1,feeling bad about yourself,nhanes.dpq_e,1.0
trouble concentrating on things,2005-2006,nhanes.dpq_d,trouble_concentrating_on_things,True,1,trouble concentrating on things,nhanes.dpq_d,1.0
trouble concentrating on things,2011-2012,nhanes.dpq_g,trouble_concentrating_on_things,True,1,trouble concentrating on things,nhanes.dpq_g,1.0
trouble concentrating on things,2009-2010,nhanes.dpq_f,trouble_concentrating_on_things,True,1,trouble concentrating on things,nhanes.dpq_f,1.0
trouble concentrating on things,2007-2008,nhanes.dpq_e,trouble_concentrating_on_things,True,1,trouble concentrating on things,nhanes.dpq_e,1.0
moving or speaking slowly or too fast,2005-2006,nhanes.dpq_d,moving_or_speaking_slowly_or_too_fast,True,1,moving or speaking slowly or too fast,nhanes.dpq_d,1.0
moving or speaking slowly or too fast,2011-2012,nhanes.dpq_g,moving_or_speaking_slowly_or_too_fast,True,1,moving or speaking slowly or too fast,nhanes.dpq_g,1.0
moving or speaking slowly or too fast,2009-2010,nhanes.dpq_f,moving_or_speaking_slowly_or_too_fast,True,1,moving or speaking slowly or too fast,nhanes.dpq_f,1.0
moving or speaking slowly or too fast,2007-2008,nhanes.dpq_e,moving_or_speaking_slowly_or_too_fast,True,1,moving or speaking slowly or too fast,nhanes.dpq_e,1.0
thought you would be better off dead,2005-2006,nhanes.dpq_d,thought_you_would_be_better_off_dead,True,1,thought you would be better off dead,nhanes.dpq_d,1.0
thought you would be better off dead,2011-2012,nhanes.dpq_g,thought_you_would_be_better_off_dead,True,1,thought you would be better off dead,nhanes.dpq_g,1.0
thought you would be better off dead,2009-2010,nhanes.dpq_f,thought_you_would_be_better_off_dead,True,1,thought you would be better off dead,nhanes.dpq_f,1.0
thought you would be better off dead,2007-2008,nhanes.dpq_e,thought_you_would_be_better_off_dead,True,1,thought you would be better off dead,nhanes.dpq_e,1.0
