Title,Schema,Group,Original_word,Synonym,Score,Result,Safeguard2,Cost,Time
59484,nhanes,fasting_plasma_glucose,fasting glucose (mmol/l),your body's 'nothing eaten yet' sugar score,0.599267,"{""your body's 'nothing eaten yet' sugar score"": [{'cycle': '2007-2008', 'table': 'nhanes.diq_e', 'column': 'ever_told_you_have_prediabetes', 'example_values': ['No', 'Yes']}, {'cycle': '2009-2010', 'table': 'nhanes.diq_f', 'column': 'ever_told_you_have_prediabetes', 'example_values': ['No', 'Yes']}, {'cycle': '2011-2012', 'table': 'nhanes.diq_g', 'column': 'ever_told_you_have_prediabetes', 'example_values': ['No', 'Yes']}, {'cycle': '2013-2014', 'table': 'nhanes.diq_h', 'column': 'ever_told_you_have_prediabetes', 'example_values': ['No', 'Yes']}, {'cycle': '2015-2016', 'table': 'nhanes.diq_i', 'column': 'ever_told_you_have_prediabetes', 'example_values': ['No', 'Yes']}, {'cycle': '2017-2018', 'table': 'nhanes.diq_j', 'column': 'ever_told_you_have_prediabetes', 'example_values': ['No', 'Yes']}]}","[""Multiple variables candidates detected for 'your body's 'nothing eaten yet' sugar score' across cycles: ['two_hour_glucose_ogtt_mg_dl', 'ever_told_you_have_prediabetes', 'time_from_fast_glucose_challenge_min']"", '\nSearching for a candidate available in all cycles...', ""  - Skipping candidate 'two_hour_glucose_ogtt_mg_dl' (From: 'Oral Glucose Tolerance Test' - ogtt_e). Missing from cycles: [(2017, 2018)]"", ""  - Skipping candidate 'time_from_fast_glucose_challenge_min' (From: 'Oral Glucose Tolerance Test' - ogtt_e). Missing from cycles: [(2017, 2018)]"", ""Found a candidate that is available from all cycles: 'ever_told_you_have_prediabetes'"", ""   (From: 'Oral Glucose Tolerance Test' - ogtt_e)"", ""   If you prefer to use other candidates, consider adjusting your time period and replace your body's 'nothing eaten yet' sugar score with other candidate\n"", ""   Rebuilding results for 'your body's 'nothing eaten yet' sugar score' using 'ever_told_you_have_prediabetes'.""]","[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3639, 'output_tokens': 84, 'total_cost': 0.0013016999999999998, 'formatted_total_cost': '$0.001302'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3639, 'output_tokens': 84, 'total_cost': 0.0013016999999999998, 'formatted_total_cost': '$0.001302'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3775, 'output_tokens': 91, 'total_cost': 0.00136, 'formatted_total_cost': '$0.001360'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3775, 'output_tokens': 91, 'total_cost': 0.00136, 'formatted_total_cost': '$0.001360'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3618, 'output_tokens': 91, 'total_cost': 0.0013129, 'formatted_total_cost': '$0.001313'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3618, 'output_tokens': 91, 'total_cost': 0.0013129, 'formatted_total_cost': '$0.001313'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3721, 'output_tokens': 86, 'total_cost': 0.0013313, 'formatted_total_cost': '$0.001331'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3721, 'output_tokens': 86, 'total_cost': 0.0013313, 'formatted_total_cost': '$0.001331'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3657, 'output_tokens': 84, 'total_cost': 0.0013070999999999998, 'formatted_total_cost': '$0.001307'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3657, 'output_tokens': 84, 'total_cost': 0.0013070999999999998, 'formatted_total_cost': '$0.001307'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 4055, 'output_tokens': 140, 'total_cost': 0.0015664999999999998, 'formatted_total_cost': '$0.001566'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 4055, 'output_tokens': 140, 'total_cost': 0.0015664999999999998, 'formatted_total_cost': '$0.001566'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 976, 'output_tokens': 42, 'total_cost': 0.00039779999999999997, 'formatted_total_cost': '$0.000398'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 497, 'output_tokens': 3, 'total_cost': 0.0001566, 'formatted_total_cost': '$0.000157'}]",92.815063
60220,nhanes,urine_albumin,"albumin, urine (mg/l)",renal albumin loss,0.358567,"{'renal albumin loss': [{'cycle': '2007-2008', 'table': 'nhanes.alb_cr_e', 'column': 'albumin_urine_ug_ml', 'example_values': ['24.6', '0.8', '797.0', '14.1', '1868.0']}, {'cycle': '2009-2010', 'table': 'nhanes.alb_cr_f', 'column': 'albumin_urine_ug_ml', 'example_values': ['153.2', '14.1', '60.5', '4.8', '61.0']}, {'cycle': '2011-2012', 'table': 'nhanes.alb_cr_g', 'column': 'albumin_urine_ug_ml', 'example_values': ['7410.0', '57.0', '145.4', '31.5', '24.2']}, {'cycle': '2013-2014', 'table': 'nhanes.alb_cr_h', 'column': 'albumin_urine_ug_ml', 'example_values': ['154.0', '717.5', '1640.0', '96.0', '4.8']}, {'cycle': '2015-2016', 'table': 'nhanes.alb_cr_i', 'column': 'albumin_urine_ug_ml', 'example_values': ['79.2', '44.6', '136.2', '76.1', '4.8']}, {'cycle': '2017-2018', 'table': 'nhanes.alb_cr_j', 'column': 'albumin_urine_ug_ml', 'example_values': ['14.1', '60.5', '1860.0', '79.2', '44.6']}]}","[""Multiple variables candidates detected for 'renal albumin loss' across cycles: ['albumin_urine_ug_ml', 'albumin_creatinine_ratio_mg_g']"", '\nSearching for a candidate available in all cycles...', ""  - Skipping candidate 'albumin_creatinine_ratio_mg_g' (From: 'Albumin & Creatinine - Urine' - alb_cr_f). Missing from cycles: [(2007, 2008)]"", ""Found a candidate that is available from all cycles: 'albumin_urine_ug_ml'"", ""   (From: 'Albumin & Creatinine - Urine' - alb_cr_f)"", '   If you prefer to use other candidates, consider adjusting your time period and replace renal albumin loss with other candidate\n', ""   Rebuilding results for 'renal albumin loss' using 'albumin_urine_ug_ml'.""]","[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 2845, 'output_tokens': 87, 'total_cost': 0.001071, 'formatted_total_cost': '$0.001071'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 2845, 'output_tokens': 87, 'total_cost': 0.001071, 'formatted_total_cost': '$0.001071'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3054, 'output_tokens': 85, 'total_cost': 0.0011286999999999998, 'formatted_total_cost': '$0.001129'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3054, 'output_tokens': 85, 'total_cost': 0.0011286999999999998, 'formatted_total_cost': '$0.001129'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3004, 'output_tokens': 85, 'total_cost': 0.0011137, 'formatted_total_cost': '$0.001114'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3004, 'output_tokens': 85, 'total_cost': 0.0011137, 'formatted_total_cost': '$0.001114'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 2993, 'output_tokens': 87, 'total_cost': 0.0011154, 'formatted_total_cost': '$0.001115'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 2993, 'output_tokens': 87, 'total_cost': 0.0011154, 'formatted_total_cost': '$0.001115'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3138, 'output_tokens': 87, 'total_cost': 0.0011589, 'formatted_total_cost': '$0.001159'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3138, 'output_tokens': 87, 'total_cost': 0.0011589, 'formatted_total_cost': '$0.001159'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3236, 'output_tokens': 87, 'total_cost': 0.0011883, 'formatted_total_cost': '$0.001188'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3236, 'output_tokens': 87, 'total_cost': 0.0011883, 'formatted_total_cost': '$0.001188'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 938, 'output_tokens': 24, 'total_cost': 0.0003414, 'formatted_total_cost': '$0.000341'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 625, 'output_tokens': 3, 'total_cost': 0.000195, 'formatted_total_cost': '$0.000195'}]",68.59334
60236,nhanes,weight,weight (kg),overall mass measurement,0.489654,"{'overall mass measurement': [{'cycle': '2007-2008', 'table': 'nhanes.bmx_e', 'column': 'weight_kg', 'example_values': ['121.7', '14.1', '60.5', '211.7', '79.2']}, {'cycle': '2009-2010', 'table': 'nhanes.bmx_f', 'column': 'weight_kg', 'example_values': ['121.7', '14.1', '60.5', '79.2', '44.6']}, {'cycle': '2011-2012', 'table': 'nhanes.bmx_g', 'column': 'weight_kg', 'example_values': ['121.7', '14.1', '60.5', '79.2', '44.6']}, {'cycle': '2013-2014', 'table': 'nhanes.bmx_h', 'column': 'weight_kg', 'example_values': ['14.1', '121.7', '60.5', '79.2', '44.6']}, {'cycle': '2015-2016', 'table': 'nhanes.bmx_i', 'column': 'weight_kg', 'example_values': ['24.6', '192.3', '121.7', '14.1', '60.5']}, {'cycle': '2017-2018', 'table': 'nhanes.bmx_j', 'column': 'weight_kg', 'example_values': ['121.7', '14.1', '60.5', '79.2', '44.6']}]}",[],"[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3406, 'output_tokens': 72, 'total_cost': 0.0012018, 'formatted_total_cost': '$0.001202'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3406, 'output_tokens': 72, 'total_cost': 0.0012018, 'formatted_total_cost': '$0.001202'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3453, 'output_tokens': 72, 'total_cost': 0.0012159, 'formatted_total_cost': '$0.001216'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3453, 'output_tokens': 72, 'total_cost': 0.0012159, 'formatted_total_cost': '$0.001216'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3315, 'output_tokens': 72, 'total_cost': 0.0011745, 'formatted_total_cost': '$0.001174'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3315, 'output_tokens': 72, 'total_cost': 0.0011745, 'formatted_total_cost': '$0.001174'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3314, 'output_tokens': 70, 'total_cost': 0.0011692, 'formatted_total_cost': '$0.001169'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3314, 'output_tokens': 70, 'total_cost': 0.0011692, 'formatted_total_cost': '$0.001169'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3310, 'output_tokens': 72, 'total_cost': 0.001173, 'formatted_total_cost': '$0.001173'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3310, 'output_tokens': 72, 'total_cost': 0.001173, 'formatted_total_cost': '$0.001173'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3427, 'output_tokens': 72, 'total_cost': 0.0012081, 'formatted_total_cost': '$0.001208'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3427, 'output_tokens': 72, 'total_cost': 0.0012081, 'formatted_total_cost': '$0.001208'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 593, 'output_tokens': 3, 'total_cost': 0.00018539999999999998, 'formatted_total_cost': '$0.000185'}]",37.834897
60804,nhanes,q6,feeling bad about yourself,constant comparison and self-doubt,0.575532,"{'constant comparison and self-doubt': [{'cycle': '2011-2012', 'table': 'nhanes.whq_g', 'column': 'like_to_weigh_more_less_or_same', 'example_values': ['More,', 'Stay about the same?', 'Less, or']}, {'cycle': '2013-2014', 'table': 'nhanes.whq_h', 'column': 'like_to_weigh_more_less_or_same', 'example_values': ['More,', 'Stay about the same?', 'Less, or']}]}",[],"[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3490, 'output_tokens': 88, 'total_cost': 0.001267, 'formatted_total_cost': '$0.001267'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3490, 'output_tokens': 88, 'total_cost': 0.001267, 'formatted_total_cost': '$0.001267'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3548, 'output_tokens': 88, 'total_cost': 0.0012843999999999998, 'formatted_total_cost': '$0.001284'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3548, 'output_tokens': 88, 'total_cost': 0.0012843999999999998, 'formatted_total_cost': '$0.001284'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 304, 'output_tokens': 3, 'total_cost': 9.870000000000001e-05, 'formatted_total_cost': '$0.000099'}]",24.650722
61146,nhanes,q6,feeling bad about yourself,living under the weight of your own criticism,0.498255,"{'living under the weight of your own criticism': [{'cycle': '2011-2012', 'table': 'nhanes.dpq_g', 'column': 'feeling_bad_about_yourself', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}, {'cycle': '2013-2014', 'table': 'nhanes.dpq_h', 'column': 'feeling_bad_about_yourself', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}]}",[],"[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3606, 'output_tokens': 114, 'total_cost': 0.0013668, 'formatted_total_cost': '$0.001367'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3606, 'output_tokens': 114, 'total_cost': 0.0013668, 'formatted_total_cost': '$0.001367'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3656, 'output_tokens': 114, 'total_cost': 0.0013817999999999999, 'formatted_total_cost': '$0.001382'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3656, 'output_tokens': 114, 'total_cost': 0.0013817999999999999, 'formatted_total_cost': '$0.001382'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 304, 'output_tokens': 3, 'total_cost': 9.870000000000001e-05, 'formatted_total_cost': '$0.000099'}]",16.717363
61592,nhanes,q4,feeling tired or having little energy,fatigue or lethargy,0.203613,"{'fatigue or lethargy': [{'cycle': '2011-2012', 'table': 'nhanes.dpq_g', 'column': 'feeling_tired_or_having_little_energy', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}, {'cycle': '2013-2014', 'table': 'nhanes.dpq_h', 'column': 'feeling_tired_or_having_little_energy', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}]}",[],"[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 4184, 'output_tokens': 103, 'total_cost': 0.0015126999999999999, 'formatted_total_cost': '$0.001513'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 4184, 'output_tokens': 103, 'total_cost': 0.0015126999999999999, 'formatted_total_cost': '$0.001513'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 4207, 'output_tokens': 103, 'total_cost': 0.0015195999999999999, 'formatted_total_cost': '$0.001520'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 4207, 'output_tokens': 103, 'total_cost': 0.0015195999999999999, 'formatted_total_cost': '$0.001520'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 308, 'output_tokens': 3, 'total_cost': 9.99e-05, 'formatted_total_cost': '$0.000100'}]",16.096548
61716,nhanes,q3,trouble sleeping or sleeping too much,up all night or down all day,0.683355,"{'up all night or down all day': [{'cycle': '2011-2012', 'table': 'nhanes.dpq_g', 'column': 'feeling_down_depressed_or_hopeless', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}, {'cycle': '2013-2014', 'table': 'nhanes.dpq_h', 'column': 'feeling_down_depressed_or_hopeless', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}]}",[],"[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3757, 'output_tokens': 103, 'total_cost': 0.0013846, 'formatted_total_cost': '$0.001385'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3757, 'output_tokens': 103, 'total_cost': 0.0013846, 'formatted_total_cost': '$0.001385'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3869, 'output_tokens': 105, 'total_cost': 0.0014232, 'formatted_total_cost': '$0.001423'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3869, 'output_tokens': 105, 'total_cost': 0.0014232, 'formatted_total_cost': '$0.001423'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 311, 'output_tokens': 3, 'total_cost': 0.00010080000000000001, 'formatted_total_cost': '$0.000101'}]",29.774638
61912,nhanes,q1,have little interest in doing things,feels like joy has gone missing,0.751008,"{'feels like joy has gone missing': [{'cycle': '2011-2012', 'table': 'nhanes.dpq_g', 'column': 'feeling_down_depressed_or_hopeless', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}, {'cycle': '2013-2014', 'table': 'nhanes.dpq_h', 'column': 'feeling_down_depressed_or_hopeless', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}]}",[],"[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3780, 'output_tokens': 105, 'total_cost': 0.0013965000000000002, 'formatted_total_cost': '$0.001397'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3780, 'output_tokens': 105, 'total_cost': 0.0013965000000000002, 'formatted_total_cost': '$0.001397'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3773, 'output_tokens': 105, 'total_cost': 0.0013944, 'formatted_total_cost': '$0.001394'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3773, 'output_tokens': 105, 'total_cost': 0.0013944, 'formatted_total_cost': '$0.001394'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 310, 'output_tokens': 3, 'total_cost': 0.0001005, 'formatted_total_cost': '$0.000101'}]",14.62198
63395,nhanes,q1,have little interest in doing things,checked out,0.889405,"{'checked out': [{'cycle': '2011-2012', 'table': 'nhanes.bpq_g', 'column': 'ever_had_blood_cholesterol_checked', 'example_values': ['No', 'Yes']}, {'cycle': '2013-2014', 'table': 'nhanes.bpq_h', 'column': 'ever_had_blood_cholesterol_checked', 'example_values': ['No', 'Yes']}]}","['The selected candidate variable may not be the suitable keyword No because ""checked out"" typically refers to leaving a place or completing a transaction, while ""ever_had_blood_cholesterol_checked"" refers to a medical screening or test. The meanings of ""checked"" are different in these contexts.']","[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3263, 'output_tokens': 92, 'total_cost': 0.0012089, 'formatted_total_cost': '$0.001209'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3263, 'output_tokens': 92, 'total_cost': 0.0012089, 'formatted_total_cost': '$0.001209'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3297, 'output_tokens': 94, 'total_cost': 0.0012240999999999999, 'formatted_total_cost': '$0.001224'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3297, 'output_tokens': 94, 'total_cost': 0.0012240999999999999, 'formatted_total_cost': '$0.001224'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 274, 'output_tokens': 51, 'total_cost': 0.0002097, 'formatted_total_cost': '$0.000210'}]",20.351211
63945,nhanes,q1,have little interest in doing things,lost interest,0.438394,"{'lost interest': [{'cycle': '2011-2012', 'table': 'nhanes.dpq_g', 'column': 'have_little_interest_in_doing_things', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}, {'cycle': '2013-2014', 'table': 'nhanes.dpq_h', 'column': 'have_little_interest_in_doing_things', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}]}",[],"[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3811, 'output_tokens': 108, 'total_cost': 0.0014133000000000001, 'formatted_total_cost': '$0.001413'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3811, 'output_tokens': 108, 'total_cost': 0.0014133000000000001, 'formatted_total_cost': '$0.001413'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3935, 'output_tokens': 106, 'total_cost': 0.0014455, 'formatted_total_cost': '$0.001445'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3935, 'output_tokens': 106, 'total_cost': 0.0014455, 'formatted_total_cost': '$0.001445'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 306, 'output_tokens': 3, 'total_cost': 9.93e-05, 'formatted_total_cost': '$0.000099'}]",15.56486
64174,nhanes,q7,trouble concentrating on things,distracted by everything or nothing,0.309129,"{'distracted by everything or nothing': [{'cycle': '2011-2012', 'table': 'nhanes.dpq_g', 'column': 'trouble_concentrating_on_things', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}, {'cycle': '2013-2014', 'table': 'nhanes.dpq_h', 'column': 'trouble_concentrating_on_things', 'example_values': ['Several days', 'Nearly every day', 'Not at all', 'More than half the days']}]}",[],"[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 4435, 'output_tokens': 109, 'total_cost': 0.0016029999999999998, 'formatted_total_cost': '$0.001603'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 4435, 'output_tokens': 109, 'total_cost': 0.0016029999999999998, 'formatted_total_cost': '$0.001603'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 4212, 'output_tokens': 109, 'total_cost': 0.0015360999999999999, 'formatted_total_cost': '$0.001536'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 4212, 'output_tokens': 109, 'total_cost': 0.0015360999999999999, 'formatted_total_cost': '$0.001536'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 305, 'output_tokens': 3, 'total_cost': 9.9e-05, 'formatted_total_cost': '$0.000099'}]",17.37065
64748,nhanes,serum_creatinine,creatinine (mg/dl),SCr,0.910338,"{'SCr': [{'cycle': '2007-2008', 'table': 'nhanes.fastqx_e', 'column': 'session_in_which_sp_was_examined', 'example_values': ['morning', 'evening', 'afternoon']}, {'cycle': '2009-2010', 'table': 'nhanes.fastqx_f', 'column': 'session_in_which_sp_was_examined', 'example_values': ['morning', 'evening', 'afternoon']}, {'cycle': '2011-2012', 'table': 'nhanes.fastqx_g', 'column': 'session_in_which_sp_was_examined', 'example_values': ['morning', 'evening', 'afternoon']}, {'cycle': '2013-2014', 'table': 'nhanes.fastqx_h', 'column': 'session_in_which_sp_was_examined', 'example_values': ['morning', 'evening', 'afternoon']}, {'cycle': '2015-2016', 'table': 'nhanes.fastqx_i', 'column': 'session_in_which_sp_was_examined', 'example_values': ['morning', 'evening', 'afternoon']}, {'cycle': '2017-2018', 'table': 'nhanes.fastqx_j', 'column': 'session_in_which_sp_was_examined', 'example_values': ['morning', 'evening', 'afternoon']}]}","[None, ""Multiple variables candidates detected for 'SCr' across cycles: ['sspoli_f_2_year_weights', 'session_in_which_sp_was_examined', 'usr_comment_code', 'hpv_type_62', 'retinyl_stearate_ug_dl']"", '\nSearching for a candidate available in all cycles...', ""  - Skipping candidate 'sspoli_f_2_year_weights' (From: 'Poliovirus Serotypes 1, 2, & 3 Antibodies - Serum (Surplus)' - sspoli_f). Missing from cycles: [(2011, 2012), (2013, 2014), (2007, 2008), (2015, 2016), (2017, 2018)]"", ""  - Skipping candidate 'usr_comment_code' (From: 'Metals - Urine' - uhm_g). Missing from cycles: [(2007, 2008), (2009, 2010), (2017, 2018)]"", ""  - Skipping candidate 'hpv_type_62' (From: 'Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array' - hpvswr_e). Missing from cycles: [(2017, 2018)]"", ""  - Skipping candidate 'retinyl_stearate_ug_dl' (From: 'Vitamin A, Vitamin E & Carotenoids' - vitaec_j). Missing from cycles: [(2011, 2012), (2013, 2014), (2007, 2008), (2009, 2010), (2015, 2016)]"", ""Found a candidate that is available from all cycles: 'session_in_which_sp_was_examined'"", ""   (From: 'Vitamin A, Vitamin E & Carotenoids' - vitaec_j)"", '   If you prefer to use other candidates, consider adjusting your time period and replace SCr with other candidate\n', ""   Rebuilding results for 'SCr' using 'session_in_which_sp_was_examined'."", ""The selected candidate variable may not be the suitable keyword No because 'session_in_which_sp_was_examined' describes the time of day an examination occurred, which is not related to Serum Creatinine (SCr), a lab value indicating kidney function.""]","[{'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3225, 'output_tokens': 80, 'total_cost': 0.0011675, 'formatted_total_cost': '$0.001167'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3225, 'output_tokens': 80, 'total_cost': 0.0011675, 'formatted_total_cost': '$0.001167'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3598, 'output_tokens': 107, 'total_cost': 0.0013468999999999998, 'formatted_total_cost': '$0.001347'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3598, 'output_tokens': 107, 'total_cost': 0.0013468999999999998, 'formatted_total_cost': '$0.001347'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3715, 'output_tokens': 88, 'total_cost': 0.0013345, 'formatted_total_cost': '$0.001334'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 358, 'output_tokens': 88, 'total_cost': 0.0003274, 'formatted_total_cost': '$0.000327'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 358, 'output_tokens': 88, 'total_cost': 0.0003274, 'formatted_total_cost': '$0.000327'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3674, 'output_tokens': 55, 'total_cost': 0.0012397, 'formatted_total_cost': '$0.001240'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3674, 'output_tokens': 76, 'total_cost': 0.0012922, 'formatted_total_cost': '$0.001292'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 349, 'output_tokens': 76, 'total_cost': 0.0002947, 'formatted_total_cost': '$0.000295'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 349, 'output_tokens': 76, 'total_cost': 0.0002947, 'formatted_total_cost': '$0.000295'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3771, 'output_tokens': 78, 'total_cost': 0.0013263, 'formatted_total_cost': '$0.001326'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 343, 'output_tokens': 75, 'total_cost': 0.00029039999999999996, 'formatted_total_cost': '$0.000290'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 343, 'output_tokens': 75, 'total_cost': 0.00029039999999999996, 'formatted_total_cost': '$0.000290'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3626, 'output_tokens': 89, 'total_cost': 0.0013103, 'formatted_total_cost': '$0.001310'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 3626, 'output_tokens': 89, 'total_cost': 0.0013103, 'formatted_total_cost': '$0.001310'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 923, 'output_tokens': 56, 'total_cost': 0.0004169, 'formatted_total_cost': '$0.000417'}, {'model_name': 'google_gemini-2.5-flash', 'input_tokens': 512, 'output_tokens': 44, 'total_cost': 0.0002636, 'formatted_total_cost': '$0.000264'}]",202.594498
